Season,Episode,Character,Line
11,7,Cartman,"Aw, dude, he smells like Kenny's house.  Get out of here!
"
5,1,Cartman,"Oh boy, that thing has really got sand in it's vagina! 
"
7,11,Butters,"But what about everyone else? I have to tell my parents so they can come here, too.
"
3,6,Stan,"You would think that, you little ass-sucker.
"
15,13,Kyle,"Oh, come on!!
"
7,6,Cartman,"The torso he would dump into the lake. 
"
9,14,Kyle,"You know, I didn't even get home until 2:30.
"
6,12,Kyle,"I knew Kenny couldn't fit in that tea pot! 
"
1,4,Kyle,"What's the matter dude?
"
4,7,Cartman,"I swear I'm gonna kill you guys!!
"
2,12,Kyle,"Hoh boy.  Sick!  Aggghhh! Fucking sickening! 
"
9,6,Cartman,"Butters!  Butters, Goddamnit, I need your help!
"
14,2,Cartman,"Aww, books? God, I hate those!
"
3,8,Stan,"Mom!
"
16,11,Cartman,"You'll never guess what happened. Butters just beat up Scott Malkinson!
"
2,13,Cartman,"Eey! Freline furton! Sucky-sucky!
"
12,12,Randy,"Obama's not talkin' about you!
"
8,6,Cartman,"Oh, son of a bitch! I knew it! What the hell are you doing, Stan?! I'll tell you what you're doing! You're trying to steal MY best friend!
"
15,8,Cartman,"That's right, it's a butt fungus.
"
9,9,Butters,"You mean it?
"
2,18,Kyle,"Okay. First one to die, loses.
"
2,18,Cartman,"Yeah, I think the same thing.
"
3,12,Kyle,"Alright, that does it, Cartman! That's my grandma! You show her some God-damned respect!
"
8,11,Cartman,"I can't lose this extracurricular credit. I need it to pass fourth grade!
"
16,13,Stan,"Dude, where are people getting all the brown wristbands?
"
15,5,Kyle,"Oh it's, it's so sad.
"
11,1,Randy,"No.  No no, I'm sorry, but I'm not... like you. I just said the N-word by mistake to win money.
"
8,3,Cartman,"Mom! Answer the door!
"
2,9,Stan,"Calm down, tubby.
"
9,7,Cartman,"D'you know what you are? You're all a bunch of fucking cock roaches! You need people like me! You need people like me so you can point your fucking finger and say ""That's the bad guy!"" Well say goodnight to the bad guy!!
"
10,12,Kyle,"No.
"
5,11,Stan,"Yeah, as soon as we get to the concourse you'll see how fun it is.
"
7,10,Kyle,"You insensitive asshole, Cartman! Nine people died!
"
1,7,Kyle,"Wookies don't live on Endor!
"
12,12,Randy,"It's okay, Stan, everything's changed. I don't need this stupid fuckin' job anymore! You lil fucking assfuck, piece of shit  You know what Obama said? Yes we can!
"
4,2,Cartman,"Heh, you can compound daily my ass with interest, Mom; I'm goin' to the toy store and buy me a skateboard! 
"
12,9,Butters,"Wendy and Eric are fightin' after school! Hey everybody!  Wendy and Eric are fightin' after school!
"
12,7,Cartman,"All right Butters, I've seriously had enough!  Jesus Christ!  One please.
"
9,13,Stan,"All right. In order to make our plan work, we're going to need the pool from Clyde's back yard, Timmy's wheelchair, the Russian government, and all of our skateboards.
"
15,7,Kyle,"No. And I don't want to. Look Stan, maybe we should fo- 
"
5,1,Kyle,"I am not full of meecro- what? Look, the word ""shit"" first showed up in English in the 1340s, the same time as something called, ""The Black Death"".
"
3,2,Randy,"Hm. Really?
"
11,14,Kyle,"Ahahah!
"
14,14,Kenny,"(Yeah, it's really good.)
"
17,9,Jimmy,"Yeah that's that's that's pretty nice. 
"
8,7,Cartman,"Hey! Don't boss me around, you fuckin' Jew! I will kick your ass!
"
15,9,Cartman,"Oh yeah?! Oh yeah?! Well you're a fuckin' Jew Kyle! And now you're a Mexican Jew! You dirty, no good... Mexijew!  Let's just see you try and-!
"
4,9,Kenny,"(Me too.)
"
3,17,Kyle,"Oh, brother, here we go again. Cartman, there is not a sound frequency that makes people crap their pants!
"
3,1,Cartman,"Eh-heheh!
"
17,9,Randy,"Not one more good person dies on my watch! 
"
6,1,Butters,"Wuh-are my... mom and dad back home yet?
"
5,12,Mr. Garrison,"Bingo! Rich people don't want to live in South Park if they think it's HAUNTED!
"
7,3,Butters,"Well I'm just a little asshole, is what I am. When God made me, he must have not been payin' very close attention, 'cause I turned out wrong! Just plain wrong!
"
8,12,Wendy,"It seems that lewdness and shallowness are being exalted, while intellectualism is looked down upon.
"
11,10,Kyle,"Get out of here, Cartman, we're eating dinner!
"
7,11,Cartman,"I, I don't know, I, have to do some calculations.  10 to the power of 1 base 9 divided by pi plus 5 minus 3. Oh Jesus.
"
2,2,Mr. Garrison,"Then who was it?
"
16,5,Butters,"Um, I don't think I'm tough... grandma.
"
2,18,Kyle,"You bastards!
"
10,3,Kyle,"All right dude, what the hell has gotten into you?! I don't trust for one second that your sudden concern for the Muslim people is real!
"
17,2,Randy,"Okay, I'll wake you up if we get our murder porn back.
"
13,3,Cartman,"Did somebody say ""catch a Jew""? The person you're after might be hard to get, but I can bring him to you. And all I want in return... is Grand Theft Auto: Chinatown Wars for handheld Nintendo DS.
"
1,4,Stan,"Isn't there anybody who can help me? Isn't there anybody who cares?
"
11,11,Kyle,"Just get to it already!
"
13,6,Randy,"We know!
"
4,13,Mr. Garrison,"Your aunt Rosie O'Donnell is coming here?
"
3,11,Kenny,"(Hey, you guys, I'm a little bit be-)  (Oof.)
"
13,11,Cartman,"Can't read my, can't read my, 
No he can't read my poker face. 
She's got to love nobody. 
Can't read my, can't read my, 
No he can't read my poker face. 
She's got to love nobody. 
Papapa poker face papa poker face. 
Mumumumuh. 
Papapa poker face papa poker face. 
Mumumumuh.
"
4,16,Stan,"If we tell you, will you help us stop Fatass?
"
2,4,Cartman,"No way! I'm never going back to your parents' house!
"
4,8,Cartman,"It's okay, I'm here.
"
6,4,Cartman,"Yeah! Wait-what?
"
3,10,Randy,"I don't know, but I suddenly kinda wanna own them all.
"
2,10,Kenny,"(Waa-choo!)
"
1,2,Mr. Garrison,"And the presentation will be on national television.
"
3,16,Kyle,"You guys! I got my period, too!
"
16,4,Cartman,"I can try to catch it, but I'm going to need all the resources you've got. If this thing isn't contained, your Easter Egg hunt is going to be a bloodbath. 
"
6,16,Butters,"Oh Geez, ah, I'm gonna get it now
"
8,3,Cartman,"Yes, and then we can begin the cleansing, if you know what I mean.
"
17,10,Cartman,"You guys, come on. That's not kewl. You shouldn't rip on her because she's fat. You should rip on her 'cause she's ugly. Okay? She looks like someone hit her in the face with a hot shovel, and that's why she sucks, alright?
"
11,8,Kyle,"Who cares about saying whatever you-?
"
10,12,Kenny,"(What?)
"
11,5,Stan,"Hi Grandpa.
"
5,5,Kyle,"Dude, what the hell is going on?! Why did they replace Phillip?
"
15,14,Cartman,"Oh my God... If we found this out it's only a matter of time before everybody else does.
"
13,10,Kenny,"(Mhm.)
"
13,13,Mr. Mackey,"I said take a hike!
"
15,7,Randy,"It doesn't sound like crap at all! I think it's awesome! 
"
10,11,Stan,"Dad! Dad!
"
12,11,Kenny,"(Hey, look out!) 
"
2,15,Stan,"Stop wasting time, Cartman! We have to send one of you back to the evil universe!
"
13,7,Cartman,"Okay, anyways. Now enough small talk, lads! It's time for us to start rapin' and plunderin'!
"
9,6,Cartman,"She's gonna close soon! Come on! 
"
5,6,Stan,"Yeah, awesome!
"
9,2,Cartman,"God damn hippie! 
"
5,3,Stan,"So you mean to tell me that even though people fight and argue over different religions, you guys are all actually friends?
"
10,2,Stan,"Come on, people. Come on, people now.
"
2,5,Kyle,"Uhhhh... Yeah. 
"
1,8,Kyle,"Okay, okay, wewe'll switch off. Starvin' Marvin can stay here for a week, then at Stan's, then with me.
"
8,9,Kyle,"We want to talk to who's in charge.
"
14,1,Kyle,"What?
"
18,9,Cartman,"Looks like we're in the school now. Check out Wendy, she's flat as a pancake.
"
2,16,Cartman,"Oh, uh that's pretty cool.
"
12,3,Butters,"Yeah, he needs some sleepy night-night, doesn't he, buddy?
"
1,3,Cartman,"Screw you guys! … Go to Hell!
"
9,3,Stan,"It's genius.
"
2,18,Kyle,"You want a fight? Well, that's fine with me!
"
12,2,Kyle,"Be a good boy? You know all about this?
"
4,7,Stan,"Okay, it's clear.  Okay. Me and Butters are gonna go up and take Cartman's kidney out of him. Kenny, you stay here and guard his mom's door here with Timmy.
"
13,12,Stan,"...And that, Mister Editor, is why they are the true definition of fags.
"
6,11,Randy,"Staaan. Your name... is Staaan!
"
7,3,Stan,"Wugh! Two weeks of this!
"
4,4,Mr. Mackey,"I think maybe Timmy is suffering from something called, ""Attention Deficit Disorder,"" or ADD. It's very common in kids his age.
"
7,1,Kyle,"You're lying!
"
1,7,Stan,"Don't worry babe. Everything's going to be okay.
"
4,14,Mr. Mackey,"Every year the fourth graders do ""The Miracle Worker,"" and every year I have to sit and watch it.
"
9,13,Cartman,"Kyle, Kyle. Let it go, man.
"
11,9,Randy,"No... Nooo...
"
8,6,Stan,"Okay, fine, we'll all stay here, but we're going to sleep now!
"
18,5,Stan,"Sup? 
"
4,9,Kyle,"It's Stan! 
"
3,17,Cartman,"Aaaa-
"
13,14,Stan,"This is more math than I've ever seen you do.
"
5,13,Butters,"Oh, ah, well, he knew you'd say that, so, he told me to tell you that you don't wanna miss this.
"
3,16,Kyle,"Hey, here comes Stan.
"
14,8,Cartman,"Ewww, bring it on, Earnhardt, you scared of the competition?! I'm just as poor an' stupid as you! I'm gonna drive and I'm gonna go fayast and I'm gonna turn to the left sometimes!
"
4,17,Kyle,"Ah, Mr. Hankey?
"
9,2,Cartman,"Yes.  Kyle doesn't get to have one! Ever! And he has to watch me drive mine around the school parking lot and get super-jealous!
"
14,7,Butters,"Towelie! We aren't the only ones in this intervention who've been hurt by you!
"
3,1,Stan,"Oh.
"
7,9,Cartman,"No! Butters, you can't look happy on the album cover! That's not cool!
"
7,4,Cartman,"But, I need to talk to the Founding Fathers to do my report.
"
6,4,Stan,"Cartman, wake up!
"
1,6,Mr. Garrison,"That's right children. Are there any questions?  Yes, Stanley?
"
6,15,Kyle,"You're just jealous he's a better psychic than you.
"
10,2,Stan,"Kyle!
"
6,16,Stan,"Yeah, I gotta admit. You really came through. Thank you. I thought the hangover black went really nice in the lobby.
"
12,11,Cartman,"What is it?
"
6,15,Stan,"Here. Look, Kyle. I found tons of testimonials on the Internet saying that John Edward has the entire studio wired to hear what people are talking about before the show. And, he pays actors to be plants in the audience.
"
3,6,Cartman,"Yes, that was it. I was suh-so upset.  I couldn't concentrate the rest of the day. And the way his eyes kept looking at me, slowly going up and down my body, like he was undressing me with his eyes. 
"
7,1,Stan,"We wanted to see an alien planet or something.
"
18,5,Butters,"Yes, it's me.
"
7,2,Timmy,"Timmmih! 
"
14,2,Stan,"Aw dude, this is even lamer than we thought. 
"
9,6,Butters,"Really?
"
3,7,Cartman,"Ey! Aaah! Uh-ow! Ah! 
"
9,9,Stan,"Come on, Butters.
"
3,2,Kyle,"I just want a nurection so I can give it to my mom.
"
16,11,Kenny,"The American government finally gave in to the natives and had the Mahalo Rewards cards reinstated. Our two cultures, it appears, will once again live in peace.
"
1,8,Stan,"Damn.
"
6,1,Cartman,"Well we're supposed to shoot your commercial today, you fat piece of crap!
"
4,12,Timmy,"Aa-aa-ah!
"
14,8,Cartman,"Goddammit Butters, you'd better have it! Butters, you're always trying to screw me over!
"
5,5,Kyle,"Ih-it'll be okay.
"
5,13,Stan,"And what are we supposed to do, huh?! Stand in that room and keep making small talk?! Make believe like everything's okay?! I CAN'T DO IT!
"
3,8,Randy,"Oh, I feel so much better! Wow!
"
15,7,Randy,"Sharon, come on. Don't you remember being younger and having our parents say the music we liked sounded like crap?
"
2,4,Mr. Mackey,"Okay. Now, children, has that marijawana made it around yet?  Uhh, who-who has the marijawana now?  Ummm okay, whoe-whoever has the marijawana, just pass it up to the front row, m'kay?  Uh-oh.
"
5,12,Stan,"DVD? We don't own a DVD player.
"
4,16,Stan,"Well, of course your parents said you can't go!
"
1,12,Cartman,"No, I did, Pip.
"
4,8,Cartman,"I warn you, Bog Monster! Do not mock Captain Candycone! O yeah?! How would you like I should kick you in the nuts?!
"
4,1,Cartman,"Oh. I can't take these. 
"
2,12,Stan,"What?! Why?
"
6,17,Cartman,"Now I'm never gonna get my Haibo robot doll!
"
1,1,Stan,"I wonder what that thing was that the visitors gave the cows.
"
7,8,Kenny,"(Woohoo!!)
"
1,7,Stan,"Wendy?
"
16,4,Butters,"Lu lu lu, lu... N-no such thing as J-Jewpacabra. People made it up.  It's -- that's okay. Even if there was a J-Jewpacabra it couldn't get in my r-room anyways.
"
14,14,Randy,"Awwwgh. Oh fuck yeah. 
"
12,6,Stan,"Dad, you've gotta do something! She's out of control!
"
7,2,Jimmy,"Come on.
"
14,4,Wendy,"""I think you look cute in your bunny costume.""
"
8,3,Kyle,"You were right. 
"
7,13,Cartman,"Got it! 
"
2,15,Stan,"Damn it! 
"
4,16,Kyle,"Well, thanks for everything, you guys. You really helped us see how important parents are.
"
7,12,Stan,"Oh, stop it!  That's another thing! Why do you have to be so freakin' nice all the time?! It isn't normal! You just weasel people into your way of thinking by acting like the happiest family in the world and being so nice to everyone that you just blindside dumb people like my Dad!
"
9,12,Stan,"Well fine! Go ahead and sue me!
"
7,8,Mr. Garrison,"So now, can you please change your network's programming?
"
3,9,Kyle,"It is not stupid, Kenny! This is my faith and you shouldn't make fun of it!
"
3,14,Kyle,"Well, as Abraham Lincoln, I accept your surrender, and agree to your conditions. You and all the Confederates will have all the S'more Schnapps you can drink for a year.
"
9,11,Stan,"Dude, what's the big deal?
"
9,6,Stan,"Cartman?
"
12,9,Cartman,"I'm committed to peace, Wendy.  I want you to see just how humbled I am... 
"
13,9,Butters,"Uh, how come?
"
5,2,Stan,"You were right, Dad. Scouts is awesome!
"
2,15,Cartman,"Hey, dudes. Man, it's hella cold out here.
"
5,10,Mr. Mackey,"It's possible, hm'kay?  But you know, if you have completely lost your sense of humor, you can always become a writer for the show, ""Friends"" . Ohokahay, huhuh.
"
2,11,Stan,"Yeah, I guess so. 
"
8,10,Kyle,"Code 7! Bring in the firemen!
"
4,4,Kyle,"No way! 
"
4,9,Kenny,"(Uff--!) 
"
3,1,Stan,"Nooo-ho! 
"
1,1,Kyle,"But I have to get off!
"
16,5,Stan,"Yeah, and Butters is the star! The movie company wants to do a photo shoot with him so we can make movie posters!
"
17,8,Cartman,"I guarantee you Kenny had something to do with Sony offering a Brack Friday Bunduru!  Just keep them in training, Sir Kyle. Two can play at Kenny's backstabbing game. 
"
2,8,Cartman,"Well, I'm just saying na, don't mess with Kitty na.
"
5,11,Kyle,"I mean, yeyou people are all just such hick jock rednecks; it's just like you right out of a stereotyped catalog.  Ah I can't take it. See ya. 
"
9,7,Jimmy,"Thank you. 
"
5,6,Cartman,"Look at it. Look at it, mother. See how the light reflects the spearmint green from its surface.
"
4,3,Kyle,"What's a ""quin-tuplet""?
"
6,9,Cartman,"It's a cool island song.
"
4,6,Cartman,"Sure.
"
3,16,Stan,"But what happens if there's someone who never went through puberty.
"
4,11,Cartman,"We are gonna save you and you are gonna walk with the Lord-uh!
"
3,2,Kyle,"This is gonna be fun.
"
17,7,Randy,"So you worked here last winter? You worked on Black Friday? 
"
14,3,Randy,"What do we want?
"
18,7,Cartman,"Everything looks good, Butters. You're doing great. Let's get to work.
"
18,1,Cartman,"Nice, I like that.
"
13,13,Cartman,"You didn't read the rest, dude.
"
6,7,Cartman,"You go and send away for more sea people from the magazine ad! Get at least five gallons of them here stat! Stan and Kyle, you go find a bigger fish tank to them all in.
"
6,4,Stan,"Be strong, Butters. You knew it would come to this.
"
5,11,Mr. Garrison,"So where did that money go? I'll tell you where it went: it went into the pockets of the presidents and CEOs of the airlines, so they can keep their multimillion dollar salaries!
"
11,8,Cartman,"Oh wuh, well that's it! Shithead! Asshole! Mexican sticky balls!
"
8,1,Stan,"Dude, shut up!
"
5,13,Cartman,"Look, I can offer you seventy-five dollars for that fetus right now, Jill.
"
4,12,Kyle,"Oh yeah, time travel.
"
3,9,Kyle,"Come on, Kenny. You have to get in the circle.
"
18,6,Stan,"So there's nothing spiritually wrong with me?
"
10,3,Kyle,"Okay you guys, check it out. 
"
8,3,Cartman,"Es ist Zeit für Rache!
"
7,6,Cartman,"Kyle! 
"
7,14,Stan,"Butters?
"
11,14,Butters,"O-kay!
"
2,16,Stan,"I really like that guy.
"
12,14,Cartman,"U-hohhh dude, I wish I had a real flamethrower. It works awesome on Japs.
"
6,3,Butters,"Oh. Double hamburgers.
"
5,2,Jimmy,"Come on!
"
7,7,Stan,"A winning streak??!! You played one game!!!!
"
3,11,Cartman,"Heeyy, that's Starvin' Marvin.
"
1,7,Cartman,"What are you supposed to be Stan, Howdy Doody?
"
7,9,Kyle,"Really?
"
5,6,Kyle,"No! I finally do understand! There is no justice! There is no God! Do you hear me?! I renounce my faith!!
"
16,2,Kyle,"That's the chemical equation for gold?
"
8,12,Butters,"Oh, well, uh, my sort-of-girlfriend dressed me up like this.
"
15,11,Randy,"I've studied musicals! I've seen them all! I could do this!  Let's bro down! 
"
2,2,Stan,"Could you pull over so I can get out?
"
2,9,Cartman,"No. 
"
17,9,Cartman,"Kenny-chan, please come home at once. Our two houses have found peace. Come to the Red Robin wedding, and we will accept you as the princess you are. Yours truly, the Wizard King.
"
12,11,Kyle,"That's right!
"
3,12,Kyle,"God-damnit! Now, what the hell are we gonna do?!
"
5,12,Stan,"Yeah, like we rip on Kyle for being a Jew.
"
2,17,Stan,"Underpants?
"
7,1,Kyle,"And afterwards, he'll probably have to burn his hand and bury it.
"
1,2,Mr. Garrison,"Oh, that's perfect. You see Mr. Hat, we don't have to kill her. We can just upstage her.
"
17,1,Cartman,"Just two so far: me and Alec Baldwin.
"
4,7,Stan,"He's fakin'!
"
11,8,Kyle,"L-look, I was just suggesting that maybe this one person could control what he said, but just didn't, for fun.
"
16,12,Kyle,"Dude, you can't do this! How can we be the Avengers without Captain America?
"
9,10,Stan,"So, what are you and Wendy doing?
"
2,13,Cartman,"How much?
"
6,16,Stan,"Dude, I didn't know there was such a thing. 
"
4,14,Cartman,"No! If we want our play to be better than the kindergartners' play, we have to rehearse as much as possible! Now let's continue the scene!
"
2,3,Cartman,"Dammit! Can't this thing go any faster?! 
"
11,13,Kyle,"Goddammit! God dammit! 
"
11,13,Stan,"...Kyle. ...I, I thought you were sick.
"
9,2,Cartman,"Let's punch this baby.  We're coming up on the outer perimeter of the hippies. Hang on.  Reaching hippie crowd. Hull status?
"
9,13,Kyle,"I need to book one trip to the moon, please. Right away.
"
15,7,Randy,"Anybody could play it. Do you really think so?
"
13,12,Butters,"I'm not a fag yet, sirruh but a but I am bike-c-curious.
"
13,12,Kyle,"Yeah. I think maybe everything is gonna be okay now.
"
10,6,Kyle,"Come on come on! Pull!
"
12,12,Kyle,"He was a McCain supporter.  It's okay, Ike. Obama will do fine.
"
11,13,Randy,"I can actually play a lot of these songs on a real guitar. You want me to teach you boys how?
"
4,8,Cartman,"Whoa.
"
9,13,Stan,"Why don't you just tell the people here at the sea park?
"
2,11,Mr. Garrison,"Oh, and what do you consider normal?!
"
5,7,Mr. Garrison,"Uh huh, pile driver position. Good, Quaid.
"
3,14,Stan,"There, you see? We take the s'more schnapps, and by morning they're all gonna wanna go home.
"
6,8,Cartman,"O-hoo, what's that, Kyle?
"
11,9,Randy,"Hey look, Sharon, it's the President! He-hey Sharon!
"
1,2,Stan,"We don't believe for a minute that you won that contest fairly, fat boy.
"
9,1,Stan,"Yeah, that's basically it.
"
15,4,Mr. Mackey,"You're right. They, they really seem into it, m'kay. 
"
3,3,Kyle,"You bastard!
"
4,9,Butters,"Ah, I can do it again.
"
15,13,Kyle,"Wow, awesome. Um...
"
13,11,Cartman,"Kenny!  I deserve to be on TV.
"
2,2,Kyle,"Come on, Stan. Hospitals aren't all that bad.
"
18,5,Kyle,"Is, is this? Do you think this is cool?
"
9,9,Cartman,"Remember Butters, you must get that future-telling device from the girls at all costs! And just roll with it if they start lezzing out.
"
6,13,Randy,"Yes, it is. It is more important than anything I've ever asked you to do. You must retrieve the tape. But do not look at it, uh, for it... holds an evil power! Retrieve the tape, and return it to us at home.  Do this, and you will be greatly rewarded.
"
8,5,Cartman,"Suck my balls, Kyle. 
"
3,8,Randy,"I didn't say that. I mean, I don't know, I... I just feel so strange. I know it's ridiculous, but I can't help feeling like people here know. You know? Like, even though nobody could know, 'cause we said we'd never tell anybody.
"
3,10,Kyle,"Yes. Yes, I do, Dad. Now let me tell you how it works in the real world. In the real world, I can either get a Chinpokomon, or I can be the only kid without one, which singles me out, and causes the other kids to make fun of me and kick my ass.
"
8,11,Stan,"I guess we'll just take all of 'em.
"
9,8,Cartman,"Well they should've gotten out of there!
"
4,4,Cartman,"It really takes the edge off, man. You should try it. 
"
9,14,Stan,"No it, it's not. And, y-you can't just go around saying stuff like that to people like my dad. He He's kind of, a hypochondriac
"
17,2,Stan,"What, dude?
"
6,16,Butters,"I know what you mean. I hate having my future self around, too.
"
8,8,Jimmy,"Gee, I don't know what to say, fellas. They're both instant classics. But I guess I'll have to go with giant douche, simply because the fact that it's a giant renders it useless, adding a parody slant to the satire.
"
8,14,Kyle,"All right, fine!
"
7,3,Cartman,"Kyle, so help me God, if you Jew us out on this one, I will fucking kill you!
"
4,2,Kyle,"Alright! Get ready, Timmy.
"
5,7,Mr. Garrison,"Missionary position, good. A little boring, but tried and true. What else?
"
18,7,Kyle,"Fuck you if you're in on this.
"
7,3,Cartman,"Look you guys, all it takes is for one of us to crack, and we all know who the weakest link is!
"
12,14,Cartman,"Dude! 
"
6,12,Stan,"Cremated? What's that?
"
14,8,Cartman,"Grab what you can and let's get out of here. I'm ready!
"
2,17,Cartman,"Ey, let me have some grounds. 
"
3,17,Kyle,"Awwgh!
"
2,2,Cartman,"Nnoh, that sounds pretty sweet to me.
"
13,13,Cartman,"Oohhhh I get it. You're trying to silence me! You're scared that somebody is standing up to this school and its president for once!
"
4,11,Cartman,"Now walk, Timmih! 
"
6,8,Kyle,"Get the fuck out of here!
"
5,9,Stan,"Kenny?
"
2,17,Mr. Garrison,"They're expecting you to give a big speech on corporate takeovers, and this time it has to last five minutes.
"
16,7,Kyle,"Huh?  Dude, what the fuck?
"
8,14,Stan,"Okay, there. 
"
1,13,Cartman,"Why, thank you, Polly Prissy Pants. How nice of you. 
"
3,8,Randy,"Will you stop it?! I don't... I just...
"
18,6,Stan,"Whoa shit. Uhhh, I have addiction demons and I don't understand them.
"
7,11,Cartman,"Heh you're not going to find him. Not until after Saturday when I go to Casa Bonita. 
"
5,3,Cartman,"Uh it... doesn't matter, ma'am. Blaintology is for everyone. There are Blaintologists who are Catholics, Buddhists - why even Kyle here is a Goddamn Jew.
"
3,15,Stan,"to make it spin.
"
1,2,Mr. Garrison,"You talkin' to me?  Hmm, no, I don't like this one either.
"
15,7,Kyle,"Shhh, you're doing it again!
"
7,13,Kyle,"Go ahead. We don't wanna be in their stupid commercial.
"
2,15,Stan,"What?
"
9,13,Kyle,"Ten million?? Well that's more than the Germans want!
"
4,4,Cartman,"Get off of me, Christina Aguilera! Alright?! Please! Hegh, hegh
"
10,2,Butters,"That's it! Eric, hurry! Somethin's goin' on out here!
"
14,1,Cartman,"Stop breaking through the window, Kenny! Whoa, I'm gonna crash I'm gonna crash! 
"
16,3,Cartman,"Okay, cool. I'm gonna go left to right, is that good?
"
12,4,Cartman,"Gayness! 
"
7,11,Cartman,"A meteor. A meteor the size of Wyoming, heading right for earth.
"
16,8,Randy,"That's good, Peyton, but we need to get better.
"
16,9,Kyle,"You've gotta be kidding me!
"
16,5,Stan,"Huh?
"
16,10,Randy,"Yeah I'll bet. 
"
1,3,Cartman,"Heheh. Those guys are totally scared.
"
8,2,Timmy,"Timmy! 
"
7,4,Cartman,"No, I'm not from here at all. I'm having a flashback.
"
1,10,Kyle,"We can't miss the final apocalyptic battle between Good and Evil!
"
18,8,Stan,"Can you stack his deck with more mana?! Can you stack McNuggets' deck with more mana?!
"
4,16,Kyle,"Hepatitis B?
"
9,4,Cartman,"What?
"
1,1,Cartman,"Uh... Ow! My ass!
"
15,5,Cartman,"I'm volunteering my time, Kyle.
"
13,2,Cartman,"Aha! Kenny! I should have known!  Why do you have a picture of Mysterion in your locker, Kenny?!  Unless you are Mysterion!
"
6,3,Cartman,"They look great on you, Butters. They really do.
"
7,7,Randy,"All right, time to win some money!
"
10,4,Cartman,"I'm gonna do whatever I can... to get that episode pulled before this gets out of hand.
"
1,5,Cartman,"No, you don't gotta get Cartman's pig!  You leave Fluffy out of this!
"
13,10,Cartman,"Well this is fucking lame dude! Let's get the hell out of here, guys. 
"
2,3,Stan,"Cartman!
"
14,10,Stan,"Are you serious?
"
6,4,Stan,"What do I say??
"
4,10,Kyle,"HAAAAH!
"
8,1,Stan,"Yeah, let's just go return them and get our money back.
"
12,8,Stan,"JUST RUN!! 
"
7,13,Stan,"Well, I guess we learned our lesson.
"
4,3,Cartman,"What's going on?
"
4,6,Kyle,"We don't know what you're talking about, lardbutt.
"
2,18,Stan,"Come on! 
"
1,8,Kenny,"(O Oh) 
"
2,7,Cartman,"Oh, yeah.
"
2,16,Cartman,"So, how can Mr. Hankey be here, and in another mall at the same time?
"
1,11,Wendy,"HI, STAN!
"
6,9,Stan,"That's gay. 
"
12,11,Randy,"All right, all right. Here's Sharon and Shelly on the roof of Best Buy. We, we run up here to get off the streets. We found the Stotch family hiding up here also. There's Chris and Linda, and their son Butters.
"
11,12,Kyle,"I am not sucking Cartman's balls!
"
5,9,Kyle,"Um...  Greetings from Canada.  Well boys, it's aboot time we get to our hoose in Canada, isn't it?
"
17,3,Cartman,"Agreed.
"
4,6,Stan,"That seems kind of... weird.
"
10,14,Stan,"No NOO. Do NOT tow my bike!  Stop, asshole! RRRRRRRRRRRRRRRR! 
"
7,5,Cartman,"Miss Lopez, come on out here. 
"
8,12,Wendy,"Dad, there's a new store at the mall called ""Stupid Spoiled Whore"" and I'm gonna go there and buy a thong!
"
8,4,Stan,"And so we're putting all the best dancers in South Park together to beat Orange County.
"
12,11,Stan,"And then the guinea pigs killing people.  And then... 
"
8,9,Cartman,"That's not what I said! 
"
13,3,Randy,"There are different people casting all different kinds of blame from person to person. But the fault lies in all of you!  YOU, who bought that three hundred thousand house when you only had twenty thousand to put down? YOU, who bought that third car, even though only two people in your home drive! It is time to stop pointing fingers!  Finger pointing gets us nowhere, Steve! We have mocked our Economy. And now the Economy has cast its vengeance upon us all!
"
2,14,Cartman,"Goddamn,  I hate that Cochran guy! If he was in front of me, I'd be like, ""Hey! You stupid son of a bitch! You-- How... How'd you like me to kick you in the nuts?!""
"
7,12,Stan,"...Hello?
"
6,16,Stan,"Shut up, Cartman!
"
10,3,Kyle,"Well good for them. They shouldn't! The writers are standing up and saying they aren't going to be intimidated!
"
7,6,Stan,"Hey, kid, what are you doing?
"
9,3,Kyle,"Can I talk to you?! 
"
4,10,Kenny,"(Hey, dude.)
"
10,2,Stan,"Helping my Dad pick out some cool new power tools. What are you doing?
"
17,1,Cartman,"It's not gonna be okay because now I'm a whistleblower, and against my conscience I'm gonna have to hide out in Russiaaaa! 
"
1,5,Cartman,"Be a man Stan.  Just say, ""Hey woman, ye-you shut your mouth and make babies.""
"
5,4,Cartman,"That asshole! That big, smelly, ass-sniffin' asshole! I'm gonna get him!
"
18,7,Butters,"Hey Eric! What'd ya say to the principal for missing first period?  Not that we were doing anything interesting. Right Eric? 
"
11,8,Kyle,"You do not have Tourette's Syndrome, fatass!
"
2,14,Mr. Garrison,"What?
"
18,8,Stan,"Dude, it was so badass! Our guy slaughtered every other fighter there. And now he's moving up to the real hardcore shit.
"
3,1,Cartman,"Two tostadas and mih-um enchilito.
"
14,14,Randy,"The school was hiring and I got the job. Isn't that great?
"
4,16,Cartman,"No, dickhole. Four tickets, 28th row, for the Raging Pussies!
"
2,10,Kyle,"Because they're a bunch of assholes.
"
12,2,Stan,"We don't wanna upset her, we just want to tell her that we're sorry.
"
1,4,Stan,"Huh? 
"
12,9,Wendy,"Ew! 
"
15,7,Stan,"Yeah. I used to love these Pop Rock things, and I tried them the other day and I thought they tasted like shit.
"
