"Country","Region","Year","Infant_deaths","Under_five_deaths","Adult_mortality","Alcohol_consumption","Hepatitis_B","Measles","BMI","Polio","Diphtheria","Incidents_HIV","GDP_per_capita","Population_mln","Thinness_ten_nineteen_years","Thinness_five_nine_years","Schooling","Economy_status_Developed","Economy_status_Developing","Life_expectancy"
"Georgia","Rest of Europe",2012,10.8,12.1,164.177,7.23,92,79,27.1,93,92,0.13,3597,3.73,2.6,2.8,12.5,0,1,72.1
"Hungary","European Union",2015,4.2,5.1,131.7765,10.95,88,99,27.2,99,99,0.08,12721,9.84,1.6,1.6,11.8,1,0,75.6
"Brunei Darussalam","Asia",2013,8.4,10.2,90.6615,0.69,98,92,26.8,99,99,0.1,32925,0.4,5.8,5.2,8.9,0,1,75.1
"Sierra Leone","Africa",2009,110.6,167.7,432.5825,3.98,84,60,22.6,81,84,1.17,520,6.27,8.5,8.4,3,0,1,48.5
"Guinea-Bissau","Africa",2012,66.8,104.2,281.847,3,87,64,23.2,87,87,2.03,590,1.6,7.7,7.5,2.8,0,1,55.6
"Luxembourg","European Union",2010,2.3,2.8,74.016,11.84,94,86,26.1,96,99,0.1,106544,0.51,0.9,0.9,11.8,1,0,80.6
"Costa Rica","Central America and Caribbean",2013,8.2,9.6,88.8035,3.02,94,92,27.1,95,95,0.19,11090,4.74,1.7,1.7,8.5,0,1,79.2
"Russian Federation","Rest of Europe",2009,8.6,10.7,254.149,11.25,98,97,26.1,98,98,0.08,8382,142.79,2.3,2.5,11.5,0,1,68.7
"Timor-Leste","Oceania",2011,49.4,58.8,160.701,0.44,67,64,20.8,66,67,0.08,1234,1.11,11.3,11.4,4.5,0,1,67.5
"Philippines","Asia",2013,23.9,30.5,202.9915,4.61,89,54,22.9,85,89,0.07,2740,98.87,1,9.7,9.1,0,1,70.3
"Mauritania","Africa",2007,65,103.7,218,0.022,74,64,24.4,75,75,0.28,1510,3.2,9.4,9.1,3.5,0,1,61.8
"Bulgaria","European Union",2011,8.7,10.4,139.9065,9.88,96,94,26.1,95,95,0.03,6605,7.35,2,2,10.7,1,0,74.2
"Greece","European Union",2005,4,4.6,79.077,9.15,93,77,26.9,96,96,0.05,22186,10.99,0.8,0.7,9.8,1,0,79.2
"Angola","Africa",2005,100.9,166.1,318.546,3.49,67,64,22.3,14,38,1.49,2407,19.43,1,9.9,4.4,0,1,50.2
"Ireland","European Union",2014,3.3,3.8,62.447,10.88,95,86,27.3,96,96,0.07,50010,4.66,0.3,0.2,12.3,1,0,81.3
"Vietnam","Asia",2012,17.9,22.4,128.8585,2.57,97,65,21.3,97,97,0.14,2217,89.8,14.4,15,7.8,0,1,75
"Micronesia, Fed. Sts.","Oceania",2013,25.6,30.7,167.636,1.6,83,65,29.5,81,81,0.17,2923,0.11,0.2,0.2,8,0,1,67
"Guyana","South America",2013,28.8,35,212.365,5.72,98,95,26.1,98,98,0.58,5505,0.76,5.5,5.3,8.3,0,1,68.8
"Iceland","Rest of Europe",2010,2.2,2.7,53.441,6.79,88,92,26,96,96,0.05,48194,0.32,0.9,0.9,10.6,1,0,81.9
"Italy","European Union",2011,3.3,3.9,56.2325,6.98,96,83,25.7,96,96,0.08,32229,59.38,0.5,0.5,9.8,1,0,82.2
"Rwanda","Africa",2014,35.7,49.7,209.3335,6.5,98,87,21.9,98,98,0.66,708,11.08,5.8,5.8,4,0,1,66.9
"Congo, Dem. Rep.","Africa",2007,90.4,126.7,297.835,2.91,70,64,21.3,72,70,0.68,381,58.45,11.1,1.9,4.8,0,1,55.1
"Zimbabwe","Africa",2006,53.4,95,653.918,2.35,68,64,23.5,71,70,8.78,1091,12.16,8.6,8.6,6.8,0,1,43.9
"India","Asia",2005,55.7,74.4,207.188,1.25,80,34,21,65,65,0.16,954,1147.61,27.2,28.1,4.8,0,1,64.5
"Denmark","European Union",2006,4,4.8,92.1215,11.02,88,91,25.2,93,93,0.04,53687,5.44,1.2,0.9,12.8,1,0,78.1
"Kuwait","Middle East",2008,9.4,10.9,74.978,0.032,99,86,28.9,99,99,0.13,39777,2.66,3.3,3.1,6.5,0,1,74
"Honduras","Central America and Caribbean",2013,17.7,20.7,149.23,2.7,97,83,26.4,99,97,0.07,2228,8.8,2.2,2.1,5.8,0,1,74.1
"Liberia","Africa",2004,97.2,139.8,319.556,4.25,58,64,23.3,47,31,3.5,540,3.14,8.5,8.5,3.7,0,1,54.4
"Singapore","Asia",2008,2.3,2.8,62.236,1.69,97,96,23.5,97,97,0.12,44602,4.84,2.1,2.1,10.5,0,1,80.8
"Azerbaijan","Asia",2008,36.8,42.7,139.7585,1.12,68,79,26.2,85,81,0.12,4693,8.76,2.8,2.9,10.2,0,1,70.2
"Burkina Faso","Africa",2011,66.3,116.9,276.3855,5.32,91,28,21.9,90,91,0.28,603,16.08,8.8,8.4,1.4,0,1,57.8
"Liberia","Africa",2003,104.3,151.3,332.2065,4.23,58,64,23.2,49,35,3.5,536,3.08,8.7,8.7,3.7,0,1,53.6
"Gabon","Africa",2008,43.9,66.7,295.939,8.31,82,64,24.6,81,82,2.15,6846,1.52,6.8,6.6,7.3,0,1,59.9
"Vietnam","Asia",2014,17.6,22,125.984,2.78,95,65,21.6,96,95,0.12,2438,91.71,14.3,14.7,7.8,0,1,75.1
"Kuwait","Middle East",2009,9.2,10.7,71.642,0.1,99,94,29,99,99,0.13,34800,2.82,3.3,3.2,6.6,0,1,74.2
"Trinidad and Tobago","Central America and Caribbean",2014,17.8,19.9,169.9695,5.9,92,93,27.4,94,92,0.4,18167,1.36,5.8,6,10.8,0,1,72.8
"El Salvador","Central America and Caribbean",2012,15.1,17.6,190.07,2.41,92,95,27.3,93,92,0.2,3529,6.24,1.6,1.6,6.7,0,1,71.7
"Singapore","Asia",2009,2.3,2.8,60.491,1.73,96,95,23.5,97,97,0.12,43333,4.99,2.1,2.1,10.5,0,1,81.2
"Uganda","Africa",2008,54.5,86.8,384.1585,11.37,71,64,21.8,69,71,3.44,725,30.43,6.2,6.2,5.2,0,1,55
"Hungary","European Union",2010,5.1,6,156.927,10.7,88,99,26.8,99,99,0.08,11314,10,1.8,1.8,11.9,1,0,74.2
"Iran, Islamic Rep.","Middle East",2012,15,17.5,86.748,0.02,98,65,25.9,99,99,0.05,5302,75.54,8,8.2,9.5,0,1,74.8
"Albania","Rest of Europe",2012,10,11.2,79.762,4.43,99,99,26.3,99,99,0.03,3736,2.9,1.3,1.4,9.6,0,1,77.3
"Cuba","Central America and Caribbean",2006,5.7,7.2,99.5345,4.17,89,97,25,99,89,0.14,5808,11.26,3.4,3.2,10.1,0,1,77.9
"Papua New Guinea","Oceania",2004,50.4,66.2,255.71,0.55,60,65,24.5,59,62,0.61,1814,6.35,1.5,1.4,3.5,0,1,60.2
"Grenada","Central America and Caribbean",2008,12.7,14.7,157.714,9.04,99,86,26.2,99,99,0.4,8736,0.11,3.8,3.9,8.1,0,1,73
"Venezuela, RB","South America",2014,15.4,18,143.0785,6.6,78,83,26.6,79,78,0.4,16056,30.04,1.6,1.5,10,0,1,72.8
"Bahamas, The","Central America and Caribbean",2003,14.3,16.7,182.864,10.59,88,83,27,93,92,0.75,35456,0.31,2.6,2.5,10.9,0,1,72
"Romania","European Union",2001,17.3,20.5,176.1925,12.07,98,97,24.9,99,99,0.05,4853,22.13,3.8,4.2,9.7,1,0,71.2
"Bhutan","Asia",2000,57.5,77.2,291.8915,1.66,98,77,22.2,98,92,0.21,1108,0.59,19.2,19.9,2.3,0,1,60.9
"Peru","South America",2004,22,28.3,144.121,4.54,92,51,25.4,81,86,0.19,3671,27.62,1.3,1.3,8.6,0,1,72.6
"Slovenia","European Union",2005,3.5,4.2,101.813,11.19,88,99,25.7,95,95,0.03,19239,2,1.9,2,11.7,1,0,77.6
"Antigua and Barbuda","Central America and Caribbean",2000,12.6,15.5,156.232,6.86,98,58,25.1,96,95,0.1,14070,0.08,3.7,3.6,7,0,1,73.9
"Nepal","Asia",2001,55.8,74.6,229.513,0.091,46,65,20.8,73,72,0.17,578,24.35,18.3,19,2.5,0,1,62.9
"Trinidad and Tobago","Central America and Caribbean",2000,24.7,27.9,193.695,4.81,83,77,25.9,90,90,0.4,10669,1.27,6.7,7.2,9.2,0,1,69.4
"Central African Republic","Africa",2015,87.9,123.3,411.0745,0.9,47,64,22.8,51,47,1.12,377,4.49,8.2,8.2,4.2,0,1,50.9
"Uganda","Africa",2007,57.9,92.8,398.626,10.77,73,64,21.7,70,73,3.56,688,29.49,6.3,6.3,4.8,0,1,53.9
"Oman","Middle East",2002,12.5,14.5,122.173,0.53,99,98,25.5,99,99,0.05,20702,2.33,7.1,6.8,5.9,0,1,73
"Norway","Rest of Europe",2008,2.9,3.6,66.2655,6.75,88,95,26.3,94,94,0.03,75044,4.77,0.7,0.7,12.7,1,0,80.6
"Mexico","North America",2005,19.5,22.9,123.4585,5.03,98,97,27.2,98,98,0.15,8878,106.01,1.8,1.7,7.6,0,1,75.3
"Senegal","Africa",2011,40.7,62.1,206.2,0.21,92,33,22.8,89,92,0.16,1133,13.03,1.2,1.1,2.4,0,1,64.9
"Lesotho","Africa",2012,70.2,92.7,527.8865,2.47,95,82,24.8,93,95,11.57,1097,2.01,6.4,6.2,5.9,0,1,47.4
"Uruguay","South America",2004,13.2,15.1,118.88,5.88,94,92,26.2,95,94,0.18,9464,3.32,1.7,1.6,8,0,1,75.6
"Pakistan","Asia",2010,70.1,87.1,169.1665,0.04,82,34,23.4,52,82,0.13,1239,179.42,2.2,2.7,4.7,0,1,65.3
"Russian Federation","Rest of Europe",2013,7.6,9.4,220.997,9.77,97,97,26.2,98,97,0.08,9622,143.51,2.3,2.3,11.8,0,1,70.6
"Ukraine","Rest of Europe",2012,9.2,10.7,203.7885,8.54,46,54,26.4,72,76,0.26,2460,45.59,2.4,2.4,11.3,0,1,70.9
"Liberia","Africa",2001,119.7,176.6,330.7235,4.42,58,64,23.1,54,42,3.5,770,2.95,9,9,3.5,0,1,52.2
"Samoa","Oceania",2011,16.5,19.2,124.37,2.1,58,50,31.6,79,65,0.17,4219,0.19,0.2,0.1,10.2,0,1,71.9
"Bulgaria","European Union",2014,7.3,8.7,139.2615,10.3,95,89,26.3,88,88,0.03,6797,7.22,1.9,1.9,10.9,1,0,74.5
"Cote d'Ivoire","Africa",2012,71,100.1,413.238,1.2,82,64,23.6,83,82,1,1637,21.55,5.9,5.9,4.5,0,1,54.3
"Denmark","European Union",2010,3.5,4.1,83.927,10.27,88,85,25.3,90,90,0.04,51173,5.55,1.1,0.9,12.7,1,0,79.1
"Trinidad and Tobago","Central America and Caribbean",2009,20.7,23.2,179.4475,5.93,90,80,26.9,90,90,0.4,17700,1.32,6,6.4,10.7,0,1,71.7
"Switzerland","Rest of Europe",2002,4.5,5.4,71.8885,10.85,88,71,24.9,95,93,0.1,74138,7.28,0.6,0.5,11.7,1,0,80.4
"Togo","Africa",2001,73.7,116.4,333.336,0.88,81,64,22.1,51,50,2.66,496,5.06,9.2,9.1,4,0,1,53.6
"Mali","Africa",2001,98.8,181.1,323.509,0.6,78,64,21.6,56,49,0.99,641,11.27,1.8,1.7,1.3,0,1,48.8
"Colombia","South America",2010,15.7,18.3,147.6795,4.22,88,74,25.7,88,88,0.21,5163,45.22,2.2,2,7.4,0,1,75.4
"Mali","Africa",2004,90.7,162.2,307.8875,0.55,73,64,22,70,69,0.81,667,12.37,1.1,1,1.6,0,1,51.2
"China","Asia",2013,9.8,12.5,86.4435,5.62,99,99,23.5,99,99,0.1,7056,1363.24,3.8,3.2,7.5,0,1,75.3
"Malawi","Africa",2012,45.6,70.7,325.5425,1.87,96,64,22.6,95,96,3.69,362,15.4,6.6,6.5,4.3,0,1,58.6
"Algeria","Africa",2008,25.3,29.5,108.0665,0.37,91,96,24.9,92,93,0.02,3856,34.73,6,5.9,6.7,0,1,74.3
"South Africa","Africa",2003,48.4,75.7,494.388,7.32,71,52,26.4,70,69,11.87,5203,46.72,13.5,16.1,8.8,0,1,53.7
"Colombia","South America",2004,18.9,22.1,160.261,4.13,89,70,25.2,89,89,0.21,4257,42.08,2.4,2.2,6.6,0,1,74
"Mexico","North America",2006,18.8,22.1,122.558,5.2,98,91,27.2,98,98,0.16,9143,107.56,1.8,1.7,8,0,1,75.3
"India","Asia",2009,47.2,61.4,194.7545,2.46,37,34,21.3,73,74,0.11,1162,1217.73,27,27.8,5.3,0,1,66.2
"Slovak Republic","European Union",2003,7.3,8.8,144.053,10.23,99,97,25.6,98,99,0.01,10178,5.37,1.5,1.6,10.4,1,0,73.6
"South Africa","Africa",2013,30.1,39.3,384.094,7.21,73,50,27.1,79,73,7.97,6285,53.69,5.4,6.5,9.9,0,1,61.1
"Libya","Africa",2003,21.9,25.5,139.5715,0.012,96,90,27.1,95,95,0.06,11265,5.62,5.6,5.4,6.1,0,1,71.5
"Uganda","Africa",2014,40.6,58.8,316.5765,7.25,78,64,22.3,78,78,2.26,834,36.91,5.7,5.6,5.5,0,1,60.7
"Cambodia","Asia",2005,52.8,64.7,221.5355,1.1,84,48,21.1,82,82,0.35,696,13.27,11.5,11.6,3.5,0,1,63.1
"Cabo Verde","Africa",2004,24,28.6,139.353,4.25,91,96,23.7,94,93,0.38,2287,0.46,8.7,8.7,4.2,0,1,70.2
"Armenia","Rest of Europe",2001,25.7,29.1,143.7555,2.87,69,96,25.7,97,94,0.08,1422,3.05,2.1,2.1,10.7,0,1,71.8
"Norway","Rest of Europe",2002,3.7,4.6,78.9785,5.89,88,90,25.8,93,93,0.03,69106,4.54,0.8,0.7,12.1,1,0,79
"Ukraine","Rest of Europe",2003,13.6,15.8,262.4035,6.81,77,99,25.9,99,97,0.49,1833,47.81,2.8,2.9,10.6,0,1,68.2
"Slovenia","European Union",2014,2.2,2.7,69.2825,10.92,88,94,26.4,95,95,0.01,20454,2.06,1.4,1.4,11.9,1,0,81.1
"Liberia","Africa",2014,66,92.1,246.675,3.02,63,64,24,62,50,3.5,740,4.36,6.7,6.5,4.4,0,1,61.7
"Estonia","European Union",2002,7.3,9.3,211.7,12.16,93,94,25.6,94,94,0.08,11417,1.38,2.3,2.4,11.9,1,0,70.9
"India","Asia",2003,60,81.1,213.299,1.17,67,34,20.9,57,61,0.19,845,1111.52,27.3,28.3,4.7,0,1,63.7
"Bhutan","Asia",2008,38,47.8,234.5365,0.16,96,72,23.1,96,96,0.17,1909,0.67,17.1,17.8,2.3,0,1,67.3
"Croatia","European Union",2001,6.9,8,121.781,13.69,96,98,25.7,94,94,0.01,9428,4.3,2,2,9.8,1,0,74.5
"Australia","Oceania",2015,3.3,3.9,61.7325,9.68,93,93,27.1,93,93,0.04,56707,23.82,0.6,0.6,12.8,1,0,82.4
"St. Vincent and the Grenadines","Central America and Caribbean",2000,19.2,22.2,183.408,5.13,99,83,25.5,99,98,0.4,5339,0.11,4,3.9,7.6,0,1,70.8
"Egypt, Arab Rep.","Africa",2015,19.8,23.3,149.529,0.18,93,64,29.5,93,93,0.13,3563,92.44,2.8,2.8,7.1,0,1,71.3
"Zambia","Africa",2000,90.2,155.9,603.461,2.82,81,39,21.5,85,85,9.75,774,10.42,7.5,7.5,5.9,0,1,44
"Zambia","Africa",2004,67.1,115.2,545.294,2.75,81,39,21.8,84,83,8.23,879,11.55,7.2,7.1,6.2,0,1,47.4
"Brazil","South America",2009,17.5,19.5,157.279,6.95,99,55,25.7,99,99,0.25,8169,193.89,3,2.9,6.8,0,1,73.3
"Belgium","European Union",2003,4.3,5.2,93.89,11.28,64,78,25.6,96,95,0.08,36617,10.38,0.8,0.8,10.4,1,0,78.1
"Mauritius","Africa",2009,12.5,14.6,153.4275,2.8,99,85,24.9,99,99,1.04,7508,1.25,7.3,7.3,8,0,1,72.9
"Hungary","European Union",2002,7.6,9,184.567,13.28,88,99,26.1,98,99,0.08,9829,10.16,2.2,2.2,10.3,1,0,72.3
"Moldova","Rest of Europe",2004,18.3,21.5,232.9535,7.61,99,92,26.2,98,98,0.35,1770,2.9,3.2,3.4,10.1,0,1,67.7
"Cote d'Ivoire","Africa",2010,74.7,106.3,420.1715,1.12,85,64,23.5,81,85,1.24,1687,20.53,6.3,6.2,4.2,0,1,53
"Denmark","European Union",2005,4.2,5,90.2045,11.26,88,91,25.1,93,93,0.04,51836,5.42,1.2,1,12.8,1,0,77.8
"Georgia","Rest of Europe",2015,9.4,10.5,156.2355,6.95,94,91,27.5,91,94,0.14,4014,3.73,2.7,2.8,12.7,0,1,73
"United Arab Emirates","Middle East",2001,9.3,10.9,95.5935,1.62,92,92,27.2,94,94,0.13,58422,3.3,5.3,5.1,8.4,0,1,74.5
"New Zealand","Oceania",2000,6.1,7.4,85.7,8.83,90,86,26.7,82,90,0.02,30863,3.86,0.3,0.3,11.6,1,0,78.6
"Barbados","Central America and Caribbean",2007,14.2,15.4,112.486,8.07,93,96,27.1,93,93,0.49,18205,0.28,3.9,3.9,9.3,0,1,78.1
"Lesotho","Africa",2005,74,116.1,604.613,1.94,87,68,24.3,88,89,16.19,836,2,9.3,9.2,5.3,0,1,42.7
"United Kingdom","Rest of Europe",2002,5.4,6.3,85.37,11.33,88,86,26.5,91,91,0.08,40563,59.37,0.7,0.5,11.9,1,0,78.1
"Ghana","Africa",2003,58,88.5,293.6475,1.91,80,55,22.9,80,80,1.48,1105,20.75,8.6,8.5,6.3,0,1,57.8
"India","Asia",2002,62.1,84.5,216.3545,1.08,67,34,20.8,58,59,0.22,797,1093.32,27.4,28.4,4.6,0,1,63.3
"Iceland","Rest of Europe",2001,3.1,3.9,69.582,6.32,88,90,25.6,92,92,0.02,43288,0.28,1,0.9,9.6,1,0,80.7
"Japan","Asia",2001,3.1,4.3,71.4415,8.01,83,86,22.5,81,95,0.17,31476,127.15,1.7,1.4,10.8,1,0,81.4
"Georgia","Rest of Europe",2003,25.5,28.8,171.3125,2.79,48,57,26.1,74,75,0.05,1984,3.95,2.9,3,12,0,1,70.3
"Ethiopia","Africa",2013,47.3,69.6,234.3685,0.57,72,64,20.5,70,72,0.25,556,95.39,1.6,1.4,2.5,0,1,64
"North Macedonia","Rest of Europe",2001,13.2,14.8,121.482,4.4,74,97,25.7,91,91,0.08,3169,2.03,2.8,2.8,6.8,0,1,73.4
"Tunisia","Africa",2006,17.9,21,103.28,1.32,99,98,25.6,99,99,0.03,3494,10.2,6.3,6.3,5.9,0,1,74.4
"Montenegro","Rest of Europe",2012,4.6,5.5,106.849,9.37,90,97,26.2,94,94,0.03,5996,0.62,1.9,1.9,11.2,0,1,76.2
"St. Lucia","Central America and Caribbean",2013,18.5,20.9,139.7475,8.93,99,83,29.4,99,99,0.4,10148,0.18,4.3,4.3,8.4,0,1,75.3
"Liberia","Africa",2005,90.7,129.6,306.9055,4.2,58,64,23.4,66,60,3.5,554,3.22,8.3,8.3,3.8,0,1,55.4
"Guatemala","Central America and Caribbean",2011,27.6,33.4,173.86,2.05,88,83,26.1,88,88,0.05,3689,14.52,1.2,1.2,5.3,0,1,71.9
"Fiji","Oceania",2003,19.2,22.5,215.093,2.07,99,85,26.5,95,94,0.04,4339,0.82,4.2,3.9,9.3,0,1,66.2
"Nigeria","Africa",2006,92.3,150.1,392.374,11.18,27,64,22.8,46,40,0.95,2013,142.54,12.6,12.6,5.2,0,1,48.8
"Namibia","Africa",2012,37.9,50.5,354.013,2.37,84,64,23.9,84,84,5.38,4421,2.19,9.5,9.4,6.4,0,1,59.4
"Cameroon","Africa",2002,83.7,137.5,410.158,4.54,81,64,23.3,66,66,3.58,1144,16.36,7.4,7.5,5.1,0,1,51.5
"Vanuatu","Oceania",2010,24.3,29.1,144.4315,1.36,62,65,25.9,74,65,0.17,2856,0.24,1.5,1.4,6.7,0,1,69.1
"Hungary","European Union",2004,6.7,7.9,180.2155,13.28,88,99,26.2,99,99,0.08,10797,10.11,2.1,2.1,10.6,1,0,72.6
"Guinea","Africa",2003,89.5,144.9,333.165,0.18,57,64,22,61,57,1.22,653,8.75,9.7,9.7,1.5,0,1,51.9
"Cyprus","European Union",2012,2.6,3.1,54.618,10.58,96,88,26.8,99,99,0.06,24217,1.14,0.9,1,11.8,1,0,79.8
"Bosnia and Herzegovina","Rest of Europe",2000,8.7,9.9,121.234,3.87,92,74,24.8,87,85,0.08,2848,3.75,3.3,3.2,7,0,1,74.4
"Luxembourg","European Union",2008,2.4,3,71.6035,11.99,94,86,26,96,99,0.09,110095,0.49,0.9,0.9,11.7,1,0,80.5
"Bosnia and Herzegovina","Rest of Europe",2007,7.2,8.3,106.9245,5.03,94,95,25.2,95,95,0.08,3910,3.76,2.8,2.8,7.5,0,1,75.5
"Vanuatu","Oceania",2013,24.3,29.1,135.872,1.61,64,65,26,78,64,0.17,2751,0.26,1.5,1.4,6.8,0,1,69.6
"Seychelles","Africa",2014,12.6,14.7,152.1215,8.44,99,98,26.6,99,99,3.5,14672,0.09,5.7,6,9.4,0,1,73.2
"Bahamas, The","Central America and Caribbean",2015,12,14,158.589,9.27,95,83,27.9,95,95,0.34,31699,0.37,2.5,2.5,11.1,0,1,73.1
"Trinidad and Tobago","Central America and Caribbean",2001,24.5,27.7,191.866,4.7,86,80,26,91,91,0.4,11074,1.27,6.6,7.1,9.3,0,1,69.7
"Suriname","South America",2015,18.2,20.3,170.129,4.75,89,21,26.5,78,89,0.47,9168,0.56,3.5,3.5,8.4,0,1,71.2
"Luxembourg","European Union",2015,2.3,2.8,54.393,11.37,94,86,26.3,99,99,0.1,105462,0.57,1,0.9,12,1,0,82.3
"Comoros","Africa",2011,60.5,82,239.043,0.11,83,64,23.9,85,83,0.02,1228,0.71,7,6.8,4.4,0,1,62.2
"Russian Federation","Rest of Europe",2003,12.9,16.1,323.8525,11.32,94,96,25.9,97,96,0.08,6370,144.65,2.6,2.8,11.4,0,1,65
"Finland","European Union",2007,2.8,3.5,95.089,10.45,88,92,25.9,97,99,0.08,46213,5.29,0.9,0.8,12,1,0,79.3
"Portugal","European Union",2010,3.1,3.8,86.146,11.26,97,95,25.8,97,98,0.16,19670,10.57,0.7,0.5,8.1,1,0,79
"Jordan","Middle East",2005,19.7,23.2,122.7175,0.51,95,92,28.2,95,95,0.13,4341,5.77,3.9,3.8,9.7,0,1,72.6
"Kazakhstan","Asia",2009,20,22.5,247.1405,3.16,99,99,26,99,98,0.11,8488,16.09,2.3,2.5,11.5,0,1,68.4
"Equatorial Guinea","Africa",2014,69.9,96.8,327.5505,8.64,53,64,23.9,55,20,4.04,12927,1.12,8.5,8.4,5.5,0,1,57
"Lithuania","European Union",2012,4.2,5.2,179.772,14.97,93,93,26.4,93,93,0.09,12679,2.99,2.7,2.7,11.7,1,0,73.9
"Gambia, The","Africa",2012,43.2,67.7,270,2.74,98,64,23.6,98,98,1.08,685,1.91,7.8,7.7,3.1,0,1,60.2
"Iceland","Rest of Europe",2009,2.2,2.8,56.594,7.24,88,93,26,96,96,0.05,49527,0.32,0.9,0.9,10.5,1,0,81.8
"Antigua and Barbuda","Central America and Caribbean",2013,7.1,8.5,132.9015,9.43,99,87,26.4,98,99,0.2,13554,0.09,3.3,3.3,9.2,0,1,76.2
"Egypt, Arab Rep.","Africa",2014,20.5,24.3,151.4815,0.19,94,64,29.3,94,94,0.13,3490,90.42,2.8,2.8,7,0,1,71.1
"United States","North America",2008,6.5,7.6,107.758,8.74,94,86,28.4,94,96,0.13,53854,304.09,0.7,0.6,13.2,1,0,78
"Libya","Africa",2015,11.4,13.3,134.7895,0.01,97,97,28,97,97,0.08,7590,6.42,5.8,5.5,7.3,0,1,72.1
"Romania","European Union",2012,9.5,11.2,135.6795,9.66,96,90,26.3,92,91,0.04,8005,20.06,2.8,3,10.9,1,0,74.4
"Lebanon","Middle East",2008,9.8,11.4,71.4135,1.57,81,65,27,75,81,0.03,7961,4.76,4.7,4.7,7.8,0,1,77.9
"Congo, Rep.","Africa",2006,53.1,79.8,359.3415,1.3,71,64,22.5,73,73,2.15,2269,3.75,8.7,8.3,5.9,0,1,56.6
"Sweden","European Union",2005,3,3.6,65.34,6.53,60,95,25.5,98,98,0.08,45990,9.03,1.3,1.3,12.4,1,0,80.5
"Niger","Africa",2010,61.9,121.9,267.262,0.11,70,64,21.5,75,70,0.08,443,16.46,1.7,1.6,1.4,0,1,57.3
"Nicaragua","Central America and Caribbean",2009,21.1,24.9,163.375,3.32,98,83,26.6,99,98,0.12,1630,5.75,1.9,1.8,5.9,0,1,72.2
"Denmark","European Union",2000,4.7,5.7,102.388,11.68,88,89,24.9,97,97,0.04,49242,5.34,1.3,1,10.7,1,0,76.6
"Ghana","Africa",2004,56.4,85.6,286.594,0.55,80,55,23.1,81,80,1.39,1139,21.27,8.4,8.3,6.4,0,1,58.2
"Libya","Africa",2006,18.6,21.7,133.113,0.011,98,96,27.3,98,98,0.08,13386,5.89,5.5,5.4,6.6,0,1,72.1
"Timor-Leste","Oceania",2002,76.8,96.5,249.406,0.48,75,64,20,38,54,0.04,980,0.92,12.1,12.1,2.9,0,1,60.9
"Israel","Middle East",2007,4.1,5.1,65.745,2.46,99,90,26.7,95,95,0.08,31208,7.18,1.1,1.1,12.5,1,0,80.5
"Peru","South America",2013,13.3,17.1,127.208,5.27,88,54,26.3,71,88,0.12,6030,29.77,1.1,1.1,8.8,0,1,75.3
"Trinidad and Tobago","Central America and Caribbean",2005,23,25.9,186.471,5.75,95,84,26.5,95,95,0.4,15383,1.3,6.3,6.7,10,0,1,70.7
"Maldives","Asia",2010,11.9,13.9,76.243,1.58,97,96,24.6,97,96,0.17,8522,0.37,14,14.1,4.9,0,1,75.9
"El Salvador","Central America and Caribbean",2014,13.8,16.1,184.7965,2.45,93,85,27.5,93,94,0.19,3636,6.3,1.6,1.6,6.5,0,1,72.2
"Malawi","Africa",2006,61.6,104.2,508.1255,1.94,99,64,22.2,99,99,5.99,295,12.97,7.3,7.1,3.6,0,1,49.1
"Denmark","European Union",2002,4.6,5.5,99.934,11.32,88,92,25,98,98,0.04,49542,5.38,1.2,1,12.1,1,0,76.9
"United States","North America",2015,5.8,6.8,107.377,8.78,92,86,28.8,93,95,0.12,56763,320.74,0.8,0.6,13.3,1,0,78.7
"Albania","Rest of Europe",2010,11.8,13.3,80.9365,4.88,99,98,26.1,99,99,0.03,3577,2.91,1.4,1.5,9.3,0,1,76.6
"Kazakhstan","Asia",2004,29,33.1,277.9125,6.23,99,99,25.7,99,82,0.06,6581,15.01,2.5,2.6,11.5,0,1,66.1
"Burundi","Africa",2011,56.3,85.5,313.1795,4.56,96,57,21.4,95,96,0.45,316,8.96,7.6,7.6,2.6,0,1,57.9
"Niger","Africa",2006,74.8,159.3,278.9915,0.1,72,64,21.3,52,51,0.22,420,14.14,11.6,11.5,1.3,0,1,54.2
"Latvia","European Union",2014,4.6,5.5,165.1905,10.6,92,89,26.5,92,92,0.28,13163,1.99,2.2,2.2,12.9,1,0,74.1
"Maldives","Asia",2011,11.1,12.9,75.29,1.69,96,96,24.7,96,96,0.17,8893,0.38,13.9,14,5.2,0,1,76.3
"Venezuela, RB","South America",2009,14.6,17,149.2525,7.75,84,83,26.6,75,84,0.4,11765,28.03,1.6,1.5,8.3,0,1,73.1
"Croatia","European Union",2000,7.2,8.3,122.7795,13.24,96,98,25.6,94,93,0.01,8806,4.47,2.1,2.1,9.4,1,0,72.8
"United Kingdom","Rest of Europe",2010,4.4,5.2,74.2785,10.01,88,86,27,94,94,0.08,42488,62.77,0.8,0.5,13.2,1,0,80.4
"Argentina","South America",2010,12.9,14.5,124.1055,8.15,94,94,27.1,95,94,0.14,13551,40.79,1,0.9,9.8,0,1,75.3
"Argentina","South America",2015,10.2,11.5,117.1895,8.49,94,87,27.6,93,94,0.13,13789,43.13,1,0.9,9.8,0,1,76.1
